"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Solihull","E08000029","Upper tier local authority","2020-04-13",7,372
"Somerset","E10000027","Upper tier local authority","2020-04-13",13,245
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-13",2,223
"South Tyneside","E08000023","Upper tier local authority","2020-04-13",12,250
"Southampton","E06000045","Upper tier local authority","2020-04-13",9,282
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-13",7,229
"Southwark","E09000028","Upper tier local authority","2020-04-13",18,991
"St. Helens","E08000013","Upper tier local authority","2020-04-13",9,397
"Staffordshire","E10000028","Upper tier local authority","2020-04-13",32,1021
"Stockport","E08000007","Upper tier local authority","2020-04-13",33,542
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-13",7,215
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-13",15,225
"Suffolk","E10000029","Upper tier local authority","2020-04-13",17,527
"Sunderland","E08000024","Upper tier local authority","2020-04-13",22,728
"Surrey","E10000030","Upper tier local authority","2020-04-13",80,1725
"Sutton","E09000029","Upper tier local authority","2020-04-13",45,497
"Swindon","E06000030","Upper tier local authority","2020-04-13",9,200
"Tameside","E08000008","Upper tier local authority","2020-04-13",15,318
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-13",3,140
"Thurrock","E06000034","Upper tier local authority","2020-04-13",6,206
"Torbay","E06000027","Upper tier local authority","2020-04-13",3,104
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-13",12,510
"Trafford","E08000009","Upper tier local authority","2020-04-13",7,402
"Wakefield","E08000036","Upper tier local authority","2020-04-13",7,342
"Walsall","E08000030","Upper tier local authority","2020-04-13",19,606
"Waltham Forest","E09000031","Upper tier local authority","2020-04-13",20,575
"Wandsworth","E09000032","Upper tier local authority","2020-04-13",13,765
"Warrington","E06000007","Upper tier local authority","2020-04-13",16,370
"Warwickshire","E10000031","Upper tier local authority","2020-04-13",24,740
"West Berkshire","E06000037","Upper tier local authority","2020-04-13",11,183
"West Sussex","E10000032","Upper tier local authority","2020-04-13",23,674
"Westminster","E09000033","Upper tier local authority","2020-04-13",9,505
"Wigan","E08000010","Upper tier local authority","2020-04-13",20,351
"Wiltshire","E06000054","Upper tier local authority","2020-04-13",9,271
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-13",1,162
"Wirral","E08000015","Upper tier local authority","2020-04-13",27,621
"Wokingham","E06000041","Upper tier local authority","2020-04-13",12,201
"Wolverhampton","E08000031","Upper tier local authority","2020-04-13",28,496
"Worcestershire","E10000034","Upper tier local authority","2020-04-13",7,717
"York","E06000014","Upper tier local authority","2020-04-13",12,146
"England","E92000001","Country","2020-04-12",2481,75949
"West Midlands","E12000005","Region","2020-04-12",241,8009
"East of England","E12000006","Region","2020-04-12",209,6331
"North West","E12000002","Region","2020-04-12",413,11531
"East Midlands","E12000004","Region","2020-04-12",137,4406
"South West","E12000009","Region","2020-04-12",173,3702
"London","E12000007","Region","2020-04-12",400,18887
"Yorkshire and The Humber","E12000003","Region","2020-04-12",207,5575
"North East","E12000001","Region","2020-04-12",192,4434
"South East","E12000008","Region","2020-04-12",426,10322
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-12",12,333
"Barnet","E09000003","Upper tier local authority","2020-04-12",17,978
"Barnsley","E08000016","Upper tier local authority","2020-04-12",17,377
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-12",2,137
"Bedford","E06000055","Upper tier local authority","2020-04-12",3,241
"Bexley","E09000004","Upper tier local authority","2020-04-12",6,437
"Birmingham","E08000025","Upper tier local authority","2020-04-12",47,1943
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-12",12,177
"Blackpool","E06000009","Upper tier local authority","2020-04-12",11,174
"Bolton","E08000001","Upper tier local authority","2020-04-12",20,427
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-12",19,249
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-12",7,127
"Bradford","E08000032","Upper tier local authority","2020-04-12",23,451
"Brent","E09000005","Upper tier local authority","2020-04-12",24,1059
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-12",8,230
"Bristol, City of","E06000023","Upper tier local authority","2020-04-12",13,362
"Bromley","E09000006","Upper tier local authority","2020-04-12",11,783
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-12",6,523
"Bury","E08000002","Upper tier local authority","2020-04-12",9,258
"Calderdale","E08000033","Upper tier local authority","2020-04-12",8,150
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-12",13,429
"Camden","E09000007","Upper tier local authority","2020-04-12",8,439
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-12",13,305
"Cheshire East","E06000049","Upper tier local authority","2020-04-12",19,454
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-12",26,461
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-12",20,320
"County Durham","E06000047","Upper tier local authority","2020-04-12",26,717
"Coventry","E08000026","Upper tier local authority","2020-04-12",21,438
"Croydon","E09000008","Upper tier local authority","2020-04-12",26,1027
"Cumbria","E10000006","Upper tier local authority","2020-04-12",32,1285
"Darlington","E06000005","Upper tier local authority","2020-04-12",15,149
"Derby","E06000015","Upper tier local authority","2020-04-12",9,374
"Derbyshire","E10000007","Upper tier local authority","2020-04-12",18,777
"Devon","E10000008","Upper tier local authority","2020-04-12",31,415
"Doncaster","E08000017","Upper tier local authority","2020-04-12",3,235
"Dorset","E06000059","Upper tier local authority","2020-04-12",5,209
"Dudley","E08000027","Upper tier local authority","2020-04-12",12,474
"Ealing","E09000009","Upper tier local authority","2020-04-12",20,781
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-12",16,240
"East Sussex","E10000011","Upper tier local authority","2020-04-12",12,360
"Enfield","E09000010","Upper tier local authority","2020-04-12",22,558
"Essex","E10000012","Upper tier local authority","2020-04-12",46,1623
"Gateshead","E08000037","Upper tier local authority","2020-04-12",21,474
"Gloucestershire","E10000013","Upper tier local authority","2020-04-12",38,730
"Greenwich","E09000011","Upper tier local authority","2020-04-12",14,484
"Hackney","E09000012","Upper tier local authority","2020-04-12",9,509
"Halton","E06000006","Upper tier local authority","2020-04-12",4,213
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-12",7,396
"Hampshire","E10000014","Upper tier local authority","2020-04-12",70,1749
"Haringey","E09000014","Upper tier local authority","2020-04-12",12,416
"Harrow","E09000015","Upper tier local authority","2020-04-12",13,681
"Hartlepool","E06000001","Upper tier local authority","2020-04-12",2,75
"Havering","E09000016","Upper tier local authority","2020-04-12",19,483
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-12",9,117
"Hertfordshire","E10000015","Upper tier local authority","2020-04-12",49,1572
"Hillingdon","E09000017","Upper tier local authority","2020-04-12",11,536
"Hounslow","E09000018","Upper tier local authority","2020-04-12",10,498
"Isle of Wight","E06000046","Upper tier local authority","2020-04-12",1,54
"Islington","E09000019","Upper tier local authority","2020-04-12",7,330
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-12",3,367
"Kent","E10000016","Upper tier local authority","2020-04-12",116,1825
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-12",10,147
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-12",9,309
"Kirklees","E08000034","Upper tier local authority","2020-04-12",6,345
"Knowsley","E08000011","Upper tier local authority","2020-04-12",7,316
"Lambeth","E09000022","Upper tier local authority","2020-04-12",16,932
"Lancashire","E10000017","Upper tier local authority","2020-04-12",61,1686
"Leeds","E08000035","Upper tier local authority","2020-04-12",38,709
"Leicester","E06000016","Upper tier local authority","2020-04-12",22,410
"Leicestershire","E10000018","Upper tier local authority","2020-04-12",12,558
"Lewisham","E09000023","Upper tier local authority","2020-04-12",12,704
"Lincolnshire","E10000019","Upper tier local authority","2020-04-12",24,497
"Liverpool","E08000012","Upper tier local authority","2020-04-12",35,961
"Luton","E06000032","Upper tier local authority","2020-04-12",10,387
"Manchester","E08000003","Upper tier local authority","2020-04-12",31,716
"Medway","E06000035","Upper tier local authority","2020-04-12",13,411
"Merton","E09000024","Upper tier local authority","2020-04-12",9,513
"Middlesbrough","E06000002","Upper tier local authority","2020-04-12",14,302
"Milton Keynes","E06000042","Upper tier local authority","2020-04-12",6,318
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-12",17,606
"Newham","E09000025","Upper tier local authority","2020-04-12",14,780
"Norfolk","E10000020","Upper tier local authority","2020-04-12",40,735
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-12",2,80
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-12",8,129
"North Somerset","E06000024","Upper tier local authority","2020-04-12",1,124
"North Tyneside","E08000022","Upper tier local authority","2020-04-12",7,321
"North Yorkshire","E10000023","Upper tier local authority","2020-04-12",26,507
"Northamptonshire","E10000021","Upper tier local authority","2020-04-12",18,757
"Northumberland","E06000057","Upper tier local authority","2020-04-12",37,458
"Nottingham","E06000018","Upper tier local authority","2020-04-12",11,319
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-12",22,703
"Oldham","E08000004","Upper tier local authority","2020-04-12",15,370
"Oxfordshire","E10000025","Upper tier local authority","2020-04-12",37,973
"Peterborough","E06000031","Upper tier local authority","2020-04-12",2,107
"Plymouth","E06000026","Upper tier local authority","2020-04-12",7,149
"Portsmouth","E06000044","Upper tier local authority","2020-04-12",6,189
"Reading","E06000038","Upper tier local authority","2020-04-12",22,222
"Redbridge","E09000026","Upper tier local authority","2020-04-12",20,524
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-12",8,180
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-12",8,291
"Rochdale","E08000005","Upper tier local authority","2020-04-12",1,272
"Rotherham","E08000018","Upper tier local authority","2020-04-12",16,376
"Rutland","E06000017","Upper tier local authority","2020-04-12",1,11
"Salford","E08000006","Upper tier local authority","2020-04-12",11,373
"Sandwell","E08000028","Upper tier local authority","2020-04-12",17,595
"Sefton","E08000014","Upper tier local authority","2020-04-12",21,514
"Sheffield","E08000019","Upper tier local authority","2020-04-12",11,1360
"Shropshire","E06000051","Upper tier local authority","2020-04-12",15,260
"Slough","E06000039","Upper tier local authority","2020-04-12",9,250
"Solihull","E08000029","Upper tier local authority","2020-04-12",6,365
"Somerset","E10000027","Upper tier local authority","2020-04-12",11,232
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-12",4,221
"South Tyneside","E08000023","Upper tier local authority","2020-04-12",9,238
"Southampton","E06000045","Upper tier local authority","2020-04-12",10,273
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-12",6,222
"Southwark","E09000028","Upper tier local authority","2020-04-12",11,973
"St. Helens","E08000013","Upper tier local authority","2020-04-12",14,388
"Staffordshire","E10000028","Upper tier local authority","2020-04-12",35,989
"Stockport","E08000007","Upper tier local authority","2020-04-12",14,509
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-12",7,208
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-12",10,210
"Suffolk","E10000029","Upper tier local authority","2020-04-12",23,510
"Sunderland","E08000024","Upper tier local authority","2020-04-12",29,706
"Surrey","E10000030","Upper tier local authority","2020-04-12",55,1645
"Sutton","E09000029","Upper tier local authority","2020-04-12",5,452
"Swindon","E06000030","Upper tier local authority","2020-04-12",9,191
"Tameside","E08000008","Upper tier local authority","2020-04-12",18,303
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-12",3,137
"Thurrock","E06000034","Upper tier local authority","2020-04-12",4,200
"Torbay","E06000027","Upper tier local authority","2020-04-12",2,101
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-12",14,498
"Trafford","E08000009","Upper tier local authority","2020-04-12",10,395
"Wakefield","E08000036","Upper tier local authority","2020-04-12",18,335
"Walsall","E08000030","Upper tier local authority","2020-04-12",13,587
"Waltham Forest","E09000031","Upper tier local authority","2020-04-12",17,555
"Wandsworth","E09000032","Upper tier local authority","2020-04-12",6,752
"Warrington","E06000007","Upper tier local authority","2020-04-12",7,354
"Warwickshire","E10000031","Upper tier local authority","2020-04-12",22,716
"West Berkshire","E06000037","Upper tier local authority","2020-04-12",7,172
"West Sussex","E10000032","Upper tier local authority","2020-04-12",24,651
"Westminster","E09000033","Upper tier local authority","2020-04-12",8,496
"Wigan","E08000010","Upper tier local authority","2020-04-12",8,331
"Wiltshire","E06000054","Upper tier local authority","2020-04-12",11,262
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-12",6,161
"Wirral","E08000015","Upper tier local authority","2020-04-12",27,594
"Wokingham","E06000041","Upper tier local authority","2020-04-12",11,189
"Wolverhampton","E08000031","Upper tier local authority","2020-04-12",9,468
